geoid,st_name,st_abbr,co_name,farmLandAc,1995,2000,2001,2003,2004,2005,2010,2015
19097,Iowa,IA,Jackson,308962,26126.5,32680.5,37990.1,36707.8,11024.4,31880.5,40671,30079.7
19099,Iowa,IA,Jasper,373506,33410.9,41611.3,50741.1,59979.1,5773.2,38341.6,32781.3,39375.9
19101,Iowa,IA,Jefferson,198180,21359.5,23369.2,23276.3,40784.9,1325.3,42120.9,32120.9,37510.2
19103,Iowa,IA,Johnson,328540,26187.9,37535.7,44010.8,40856.8,7184.9,34305.6,40387.4,27186.6
19105,Iowa,IA,Jones,313858,37377.7,48004.2,56895.2,53538.4,8569.5,46966.7,58511,35815.4
19107,Iowa,IA,Keokuk,295427,46186.4,36231.9,44101,62492.9,1973.6,66720.5,55395.1,59511.3
19109,Iowa,IA,Kossuth,599513,41565.7,59147.4,69295.2,48557.5,2416.4,49113.5,47633.4,53438.3
19111,Iowa,IA,Lee,235832,26623.9,28325.3,35503.1,47353.6,1500.9,47816.5,33823.7,38628.4
19113,Iowa,IA,Linn,339064,35188.8,48380.1,58701.4,55626.1,9739,47214.3,55554.1,37380.9
19115,Iowa,IA,Louisa,168422,40127.3,27866.5,36619.2,46853.1,1262.1,49603.4,38489.1,43072.7
19117,Iowa,IA,Lucas,177202,3855,21379.7,15106.6,30711.1,6626.3,12475.5,10242.8,14392.7
19119,Iowa,IA,Lyon,369702,32391,31030,32575,35245.3,4671.5,20831.5,12169.6,14388.6
19121,Iowa,IA,Madison,276105,17845.2,56483,53844.9,82956.1,12400.4,32375.6,25463.1,29779.7
19123,Iowa,IA,Mahaska,322971,57858.6,42717.1,60354.6,74140.7,2082.5,75405,60296.6,67609
19125,Iowa,IA,Marion,264736,18967.8,65176.8,60969.3,97640.5,12137.5,37272.7,29088.1,33416.6
19127,Iowa,IA,Marshall,312541,29114.9,36327.9,44017.5,52014.1,4389.5,33454.2,29046.3,35568.9
19129,Iowa,IA,Mills,206329,25198.6,25547,39187.7,34451.4,4689.3,44458.4,23079.8,26887.1
19131,Iowa,IA,Mitchell,296342,18607.5,26377.3,30487.3,21786,1380.5,21644.4,23508.4,26163.7
19133,Iowa,IA,Monona,338040,37820.2,33595.2,41932.4,29672.6,7490.9,36738.2,18613.6,34736
19135,Iowa,IA,Monroe,195137,4013.5,23853.9,13259.4,36369.1,6671.9,13715.3,10063,13628.7
19137,Iowa,IA,Montgomery,244822,22918.1,22989.6,35559.2,31781.4,4992.8,41929.6,21504.8,26156.3
19139,Iowa,IA,Muscatine,215013,23331.2,31173.7,36697.1,34417.1,5697.1,29839.7,34523.9,21983.2
19141,Iowa,IA,O'Brien,304396,32316.2,31414.3,31713.3,34909,3494.1,20713.1,10904.7,13344.2
19143,Iowa,IA,Osceola,238319,22893.5,22534.4,22746.2,25125.9,1191.5,14850.2,7769.6,10499.3
19145,Iowa,IA,Page,317029,24211.3,26203.1,39795,35138.4,5934.1,47105.8,26110.7,29989.6
19147,Iowa,IA,Palo Alto,358705,30075,31260.8,31527,35606.3,1780.8,21528.6,12133.4,14712.5
19149,Iowa,IA,Plymouth,541718,44045,42849.5,44444.6,49692.6,8222,28690.2,15656.4,17895.4
19151,Iowa,IA,Pocahontas,332121,34088.4,34415.6,35221.5,37903.5,1581,22787.1,11746.1,15238.2
19153,Iowa,IA,Polk,197119,18761.6,23297,28058.2,32917.6,2817.6,21866.7,16396.4,18315.2
19155,Iowa,IA,Pottawattamie,532914,65929.7,58471.6,91156,78262.1,10723.3,100729.2,55191,66844.4
19157,Iowa,IA,Poweshiek,334292,24570.7,31896.5,38529.6,45306,4671.1,29727.7,27643.6,33595.2
19159,Iowa,IA,Ringgold,269720,6494,37992.4,36241.4,56180.4,9817.8,21452.4,18709.3,23023.7
19161,Iowa,IA,Sac,356973,40355.4,32386.7,40296.4,27298.1,6223,35392.9,18473.7,32590.6
19163,Iowa,IA,Scott,220468,30897.7,37508.1,45713.4,44174,5666,37806,41097.1,26809.5
19165,Iowa,IA,Shelby,372427,44790,32489.6,40736.1,28982.2,6357.2,34820.4,19212.4,32762.6
19167,Iowa,IA,Sioux,484071,49279.2,46888.4,48395.7,53333.5,5107.7,31977.1,15903.9,23933.7
19169,Iowa,IA,Story,306040,32051.7,40053.2,48849,59629.1,4534.2,39026.4,31902.9,37981
19171,Iowa,IA,Tama,402843,35124.8,41294.8,49122.4,59231.1,5476.5,39153.9,32095.1,39084.1
19173,Iowa,IA,Taylor,278461,11162.4,17600.3,28124.5,23836.8,4743.5,31239.1,18519.1,24579.7
19175,Iowa,IA,Union,214466,10652.8,45234.6,41583,65752.4,10045.2,25672.8,19303.7,22604.4
19177,Iowa,IA,Van Buren,213470,6916.8,14813,17245.2,27496.3,1219.6,28690.4,22611.4,24197.1
19179,Iowa,IA,Wapello,188766,16073.3,20108.9,21973.1,34029.8,1226.5,36335.2,25952.8,28968.6
19181,Iowa,IA,Warren,263675,18323.6,59151.5,53084.6,84928.7,12005.8,35142.6,24885.6,27699.5
19183,Iowa,IA,Washington,314536,58840.2,40492.4,54381.7,71044.8,1939.2,70256.2,57703.5,59089.8
19185,Iowa,IA,Wayne,273744,4408.6,39697.7,29102.3,59981.1,9337.2,22014,19653.7,27007
19187,Iowa,IA,Webster,409021,37219.3,49463.1,59722.9,69265.2,5316.8,46532.7,40818.6,48180.4
19189,Iowa,IA,Winnebago,235551,17697.4,24394.3,27818.7,19470.2,921.3,20290.9,18736,21717.4
19191,Iowa,IA,Winneshiek,376163,71873.2,48181,50653.8,43698.8,1998.7,37306.4,31688.6,40683.4
19193,Iowa,IA,Woodbury,445805,46440.8,37922.8,48106.1,35333.4,9255.3,46164.6,22402.6,43965.1
19195,Iowa,IA,Worth,234824,15209.1,21431,24470.3,17522.4,975.7,17627.2,18219.9,18692
19197,Iowa,IA,Wright,359583,23218.9,33161.5,39479.4,28147.3,1329.4,28188.4,26580.8,29951.2
20001,Kansas,KS,Allen,245265,26282.5,17915.7,14355.2,12522.3,1589,15082.1,13290.3,9849.4
20003,Kansas,KS,Anderson,366151,18514.6,25693.4,28368.5,33150.2,3392.3,28972.2,17021.1,43187.6
20005,Kansas,KS,Atchison,220485,23721.4,26187.9,26877.4,33216.5,4912.2,39122.5,31139.8,33291
20007,Kansas,KS,Barber,590809,7434.5,8119.3,7382.3,9497.7,14393.9,4093,6796.9,5132.5
20009,Kansas,KS,Barton,566092,39822,40355,40640.5,39552.9,9309.7,50610.1,38580.2,49891.8
20011,Kansas,KS,Bourbon,334308,12769.7,9638.7,5626.2,5712.5,2232.1,5277.4,5522.2,4283.5
20013,Kansas,KS,Brown,294843,43856.5,51769.2,53845.2,64401.4,7923.6,70736.3,56749.5,64288
20015,Kansas,KS,Butler,767779,58457.5,52437.9,44211.2,41863.1,6374.1,44816.1,33153.4,22295.1
20017,Kansas,KS,Chase,392342,6986.1,5827.2,6915.1,10499,3791.8,7542.8,2474.4,5796.3
20019,Kansas,KS,Chautauqua,310343,3653.2,4400,1675,3092.7,3785.5,2181.4,992.7,708.6
20021,Kansas,KS,Cherokee,308355,33931.3,24954.5,20168.7,19068.7,1259.2,26438.1,23705.5,15558.3
20023,Kansas,KS,Cheyenne,546334,22417,36204.1,14329.6,14965.1,7945.6,8687.9,8401,33652.6
20025,Kansas,KS,Clark,503380,1699.4,14940.5,5941.5,7612,5212.3,7182.6,3250.3,13744.1
20027,Kansas,KS,Clay,362606,41826.2,46780.1,29884.4,37777,7882.1,31395.1,23447.4,35287.9
20029,Kansas,KS,Cloud,321846,50227.7,46407,35520.6,44262.2,9357.8,39646.1,28649.2,37995.7
20031,Kansas,KS,Coffey,329390,17985,23269,26326.6,25601.9,3289.6,21003.3,11246.1,27734.3
20033,Kansas,KS,Comanche,484834,8575,7647.5,7601.4,7583.2,9354,4578.2,4655.6,9659.4
20035,Kansas,KS,Cowley,574216,40424.6,34591.3,30628.7,32197.5,6057,31433.4,22743.5,12096.1
20037,Kansas,KS,Crawford,323092,45492.4,26169.6,21066.8,16989.9,1934.7,25230,18630.9,14638.8
20039,Kansas,KS,Decatur,462627,31659.3,65846.5,24272.3,28788.4,7131.1,15125.4,11263.5,40409.1
20041,Kansas,KS,Dickinson,510137,33506.8,37346.4,34169.5,32757.2,4512.8,34330.3,26204.7,26353.8
20043,Kansas,KS,Doniphan,179550,34373.5,33228.3,34922.7,46613.7,5129.9,52014.4,39057.3,48659.8
20045,Kansas,KS,Douglas,210636,12387,15690.8,14297.5,21439.2,1663,15011.1,8870.6,24673
20047,Kansas,KS,Edwards,394430,74185,27418.8,35807.6,45659.2,11327.9,29389.1,46823.2,35398.9
20049,Kansas,KS,Elk,316256,4397.1,6396.3,3581.9,4465.3,3561.2,3669.1,2618.2,1407.3
20051,Kansas,KS,Ellis,496463,15298.8,21639,18757.2,15935.3,8388.9,17266.4,20996.2,29610.4
20053,Kansas,KS,Ellsworth,381174,15262.5,17545.6,15064.4,17540.8,4506.4,13202.2,12624.2,17054.2
20055,Kansas,KS,Finney,815757,20730.3,69076.3,75153.8,67221.7,22633.4,92092.8,57868.9,124582.8
20057,Kansas,KS,Ford,699378,14567.5,59693.3,59085.1,49045.2,17669.9,64888.8,36756.2,87893.8
20059,Kansas,KS,Franklin,361902,16244.8,20167.1,20468.9,24520.4,2728.1,18387.7,12129,32502.9
20061,Kansas,KS,Geary,145742,9433.1,7679.4,9061.4,8492,1588.8,7985.4,4915.5,11921.7
20063,Kansas,KS,Gove,578871,21847.9,38237.1,68085.1,49758.4,15396.2,31333.9,124208.2,71969.3
20065,Kansas,KS,Graham,483048,18382,58690.4,18264.9,36222.5,7146.1,23675.2,25125.5,37779.9
20067,Kansas,KS,Grant,363457,13149.8,35458.2,44278.2,34334.6,10844.4,42782.4,15337.9,56873.6
20069,Kansas,KS,Gray,547177,20461.8,65799.5,80768.5,65110.3,17937.6,85878.6,46300.2,110353.7
20071,Kansas,KS,Greeley,497182,18797.6,24708.4,50799.4,38808.4,15562.7,19063.2,56887.3,68766.1
20073,Kansas,KS,Greenwood,700977,8241.7,11534.2,6494.3,7398.2,6385,6775.2,4661.8,3165.4
20075,Kansas,KS,Hamilton,635217,5471.7,31166.5,31727.1,20271.4,11419.1,24721.8,18042.1,37203.5
20077,Kansas,KS,Harper,506145,9958.2,9544.6,13109.7,12221.8,9252.9,6610.2,5416.6,9191.7
20079,Kansas,KS,Harvey,339571,38050.3,38808.1,40541.7,46425.6,9294.6,32521.8,39823.3,28247
20081,Kansas,KS,Haskell,363699,19420.8,49317.9,85859.7,56108.6,14010.6,78760.6,34951.6,103937.7
20083,Kansas,KS,Hodgeman,542689,6748.4,30434.4,20616.4,16832.5,9259.7,18544.4,14829.2,36966.3
20085,Kansas,KS,Jackson,329264,15216.1,16082.7,19093.5,19945.7,5736.1,21751.9,17362.6,21060.1
20087,Kansas,KS,Jefferson,243706,19321.7,20554.3,21564.9,24900.1,4784.3,27489.4,21719.5,24814
20089,Kansas,KS,Jewell,463478,49423.4,45726.8,40827.2,46550.9,10804,43834,33639.9,49670.8
20091,Kansas,KS,Johnson,99389,5481.5,7869,7281.6,10464.7,1100.8,7648,4625.2,10790.2
20093,Kansas,KS,Kearny,546561,11022.6,40197.4,44895.5,36680.5,14300.2,51877.9,25797.2,71241.8
20095,Kansas,KS,Kingman,542053,16302.3,12293.8,11030,15139.3,10517.6,7877.1,8192.2,11296.3
20097,Kansas,KS,Kiowa,455089,32352.2,15760.3,19835.2,26257.2,9827.5,15775.2,23227.1,18132.7
20099,Kansas,KS,Labette,370450,30790.3,22117.1,20607.2,18503.4,2540.6,23468.3,18725.3,13064.9
20101,Kansas,KS,Lane,452257,15674.9,25967.3,49449.9,28691.6,13951.1,21463.1,40109.3,72236.8
20103,Kansas,KS,Leavenworth,184787,10724.8,10551,12155.1,13519.7,2693.7,15350.6,8386.2,9780.3
20105,Kansas,KS,Lincoln,397336,17628,20329.5,21382.4,19133.8,4456.3,17290.9,18620.4,24285.5
20107,Kansas,KS,Linn,354719,9802.5,9583.6,9843.9,11677.8,2043.9,9901.7,5652.8,18304.4
20109,Kansas,KS,Logan,566540,11858.3,25445.8,52663.2,31762.9,16559.8,20984.4,89387.6,63677.8
20111,Kansas,KS,Lyon,534792,26999.1,22352.2,21752,23630.5,4216.4,18982.1,11445.9,28997.4
20113,Kansas,KS,McPherson,571446,42660.1,44804.7,42596.5,46239.9,5706.7,48683.5,33594.5,37055.1
20115,Kansas,KS,Marion,596489,44090.5,43437.5,37882.5,42961.7,4812.1,48079.3,32777.2,35771.3
20117,Kansas,KS,Marshall,438419,62540.3,58683.6,85699.9,69430.2,15378.7,73336.5,53472.9,61056.2
20119,Kansas,KS,Meade,617835,13720,43815.3,56372.4,45804.7,11883.9,58174.5,26735.3,90288.9
20121,Kansas,KS,Miami,295844,9220.2,10492.5,13319.6,15071.9,2087.6,12291.1,6783.4,18115.1
20123,Kansas,KS,Mitchell,438816,43539.5,45060.5,42564.9,44766,10755.1,42370.5,32959.5,47100.6
20125,Kansas,KS,Montgomery,335664,27547.8,17931.4,14809.4,12017.1,2209.7,19157.5,13205.7,10613.8
20127,Kansas,KS,Morris,388905,22500.5,17634,25195.1,20352.5,4068.2,19191,11005.9,26124.6
20129,Kansas,KS,Morton,456752,9211.9,33695.9,25973.9,26115.2,9931,37398.3,17969.8,49996.6
20131,Kansas,KS,Nemaha,382474,52727.7,51113.4,63305.8,59067.1,9766.3,63911.7,49374.3,62301
20133,Kansas,KS,Neosho,307955,22147.2,17990,14729.4,12564.8,2032.7,17940.2,13992,10631.4
20135,Kansas,KS,Ness,678202,11082,27503.8,45378.9,26893.2,17393.5,20206.5,35525.6,68819.8
20137,Kansas,KS,Norton,502381,25849.7,67759.7,25214.8,35560,7870,20484.2,14661.5,32334.3
20139,Kansas,KS,Osage,442049,22369.5,25055,27213.5,26605.7,3163.4,25234.6,13992.9,38798.5
20141,Kansas,KS,Osborne,439826,32892.6,35447.6,27628.9,30996.4,9891.7,30341,28480.9,38674.7
20143,Kansas,KS,Ottawa,419753,18157.4,19152.6,17428.8,18100.6,8227.8,18172.1,20505.3,25251.8
20145,Kansas,KS,Pawnee,480314,41900.9,29979.1,34546.6,33574.8,13173.3,28954.8,42731.9,38166.6
20147,Kansas,KS,Phillips,494953,34152,56235.1,28458.9,33994.4,10958.8,28925.7,28184.2,52243.9
20149,Kansas,KS,Pottawatomie,409494,21964,19751.2,25110.6,23109.8,8266.9,24222.4,20127.9,23381.4
20151,Kansas,KS,Pratt,464309,68976.8,27222.9,26992.6,53290.7,12365.3,28019.7,45547.6,29281
20153,Kansas,KS,Rawlins,609139,21224.3,56659.1,20865,32548.5,8058.3,17640.8,15924.3,46827.7
20155,Kansas,KS,Reno,789761,42028.1,44506.1,46211.5,50572.8,16186.3,33431.5,38387.3,36143.4
20157,Kansas,KS,Republic,360866,78175.7,98540.3,44803.7,73678.1,8470.1,40120.8,26359.2,62304.2
20159,Kansas,KS,Rice,457352,40400,40691,35714.9,43147.7,6262.5,48443.5,30113.8,40168.1
20161,Kansas,KS,Riley,218133,17101.3,15096.4,23611.6,18805.8,5823,17190.3,12312,9767.6
20163,Kansas,KS,Rooks,551136,24770.1,40466.6,28847.1,24500.2,10159.1,24272.7,32627.3,43199.2
20165,Kansas,KS,Rush,452937,18176.9,26568.2,31205.8,23825,8716.1,25541,27089.4,30659
20167,Kansas,KS,Russell,435614,16670.5,21468,20085.1,21941.7,6323.4,17320.3,19519.1,25156.3
20169,Kansas,KS,Saline,364608,15959.3,17890.2,17190.3,16342.8,3064.5,14204.6,16393.3,20377.4
20171,Kansas,KS,Scott,453284,30081,43417.4,78835,78398.8,21339.4,41675.6,115614.5,101459.3
20173,Kansas,KS,Sedgwick,486457,41172.2,41061.9,42417.2,49669.5,11928,32855.9,37792.5,32418.7
20175,Kansas,KS,Seward,401808,11864.4,32914,47122,40330.5,10831.5,54631.1,24028.8,67913.2
20177,Kansas,KS,Shawnee,194270,16161,21521.5,20427.3,24608.1,1820.9,18949.9,12131.1,31350.2
20179,Kansas,KS,Sheridan,561944,46647.3,122926.2,41584.2,39404.7,8981.5,23758,17824.4,51839.6
20181,Kansas,KS,Sherman,594775,34170.2,92934.8,28867.1,29731,9902.4,15206.1,13916.7,66367.6
20183,Kansas,KS,Smith,500313,49628.9,49113,38863.1,37792.8,10394.7,39773.8,35905.4,65057.2
20185,Kansas,KS,Stafford,498798,69494,26401.4,32498.2,47046.3,10951.7,28933.8,47472.5,29192.9
20187,Kansas,KS,Stanton,429329,12683.9,41395.8,58302.1,38203.5,13165.1,58546.4,27083.5,75945.4
20189,Kansas,KS,Stevens,455674,19288.3,63293.4,87180.9,67640.2,18355.2,102551.3,41137.7,113711.2
20191,Kansas,KS,Sumner,719945,26305.9,60368.6,63600.4,52351.6,17382,39864.9,44900.8,46175.9
20193,Kansas,KS,Thomas,674731,47511.4,141811.3,51715.5,51427.5,11563.1,30518.2,24806.4,72421.8
20195,Kansas,KS,Trego,446872,9597.9,21767.6,27599.6,30553.5,12070.4,20589.9,51919.5,70798.9
20197,Kansas,KS,Wabaunsee,396545,14240.7,14261.4,16636.9,17652.8,4623.7,13723.6,8936,19355.8
20199,Kansas,KS,Wallace,487671,23445.7,20537.9,27558.1,55221.1,10966.9,14730.1,76975.5,53837.3
20201,Kansas,KS,Washington,490185,67418.9,83168.3,49948.3,63861.7,11277.4,47379.5,36108.3,57213
20203,Kansas,KS,Wichita,463561,26059.5,31822,58359.5,59526.6,17091.1,28608.9,86320.8,71129.4
20205,Kansas,KS,Wilson,254817,27478.3,23283.3,20692.8,19892.2,2175.6,24593.6,15929.6,12781.6
20207,Kansas,KS,Woodson,294709,20209.2,16550.1,11570.9,9405.9,2094.5,11008.5,10208,6841.6
20209,Kansas,KS,Wyandotte,12031,1382.2,1381.2,2039.2,1469.9,308.8,1688.5,907.9,968.9
29001,Missouri,MO,Adair,273041,3917.5,9688,8164.8,8482.8,846.2,6592.6,5981,12597.5
29003,Missouri,MO,Andrew,198552,21624.7,34260,31916.5,39272.8,2186.7,31388.9,24965.1,34674.7
29005,Missouri,MO,Atchison,263047,53872.3,80965.6,79673.2,92165.4,4221.3,76083.3,64642.4,78561
29007,Missouri,MO,Audrain,436385,35980.4,49751.8,58819,68102.3,7078.4,60632,35280.4,66758.2
29009,Missouri,MO,Barry,267967,159.7,1210.5,936.6,1319.9,13049.3,1380.4,3120.5,4757.9
29011,Missouri,MO,Barton,332232,4144.1,29054.7,26593.8,31690.2,9719.8,22543.4,45267.7,27818.3
29013,Missouri,MO,Bates,448197,30980.8,29751.8,21548.1,17556.1,5050.7,33471.9,23633.8,30935
29015,Missouri,MO,Benton,240614,4525.2,7216.5,5871.5,7862.9,1078.3,7593.6,5726.7,7793
29017,Missouri,MO,Bollinger,200102,4063.6,9539.4,691.3,7277.3,2042.8,4935.6,2938.7,5606.6
29019,Missouri,MO,Boone,240874,4349,16487.1,13274.2,20740.6,1435.6,16002.2,10472.1,12038
29021,Missouri,MO,Buchanan,188795,20952.9,29865.8,28396.1,34484.9,1832.3,26984.9,23606,29338.3
29023,Missouri,MO,Butler,234298,17948.7,6790.4,10538.9,9405.3,6217.6,14042.6,10309.1,11915.1
29025,Missouri,MO,Caldwell,244510,12387.4,15914.1,11547.1,15723.7,1299.8,11590.9,9504.1,9899.8
29027,Missouri,MO,Callaway,316205,8453.8,20788.3,16346.7,21079.9,1748.2,15284.8,13067.7,18569.6
29029,Missouri,MO,Camden,138552,101.4,478.7,233.6,356,432.4,289.2,236,74.8
29031,Missouri,MO,Cape Girardeau,252889,17707.1,12867,20396.3,11291.7,4457.4,24863.5,20234.5,15875.2
29033,Missouri,MO,Carroll,431665,33918.4,48331.5,47693.9,51282.4,2691.1,36481.8,34629.9,54087.6
29035,Missouri,MO,Carter,73709,35.8,0,0,0,424.7,0,42.3,0
29037,Missouri,MO,Cass,319202,14903.6,17762.1,14925.2,11240.1,2929.2,19017.6,12244.6,14966.4
29039,Missouri,MO,Cedar,189793,1028.4,2406.5,1586.6,1377.5,1841.4,1612.5,1230.7,1617.3
29041,Missouri,MO,Chariton,406236,42977.8,44444.1,42695.7,46666,2521.4,32902.2,30584.3,47225.6
29043,Missouri,MO,Christian,179326,154.7,770.3,600.5,656.8,7301.8,363.9,828.8,785.9
29045,Missouri,MO,Clark,240950,12093.8,30326.2,26767.7,41705.1,5110.6,40662.4,18671.9,30842.3
29047,Missouri,MO,Clay,110709,5982.1,6116.5,4709.5,5323.8,724.1,4746.5,5821.6,6927.1
29049,Missouri,MO,Clinton,191715,15883.9,21961.7,21377.4,23825,1639.8,18850.6,17321.6,20974.4
29051,Missouri,MO,Cole,176400,2031.8,5590.2,3769.3,4947,666.9,3290.4,2273.9,3060.5
29053,Missouri,MO,Cooper,307233,9797.7,31008.3,22114.3,33061.5,1872.9,25025.7,19847.9,28298.8
29055,Missouri,MO,Crawford,194361,779.4,1019.2,504.2,367.2,632.2,507.1,883.7,669
29057,Missouri,MO,Dade,245554,1467.7,6995,4711.6,9295.9,13746.2,6634.4,12724.9,9144
29059,Missouri,MO,Dallas,218058,510.2,788.4,476.1,635.8,623.5,354.3,535.8,730
29061,Missouri,MO,Daviess,315080,14085,22453.1,17954.6,22631.4,1982.5,18520.4,18341.3,24301.8
29063,Missouri,MO,DeKalb,242971,13677.6,20505.2,16704.4,22204.8,1491,15529.4,14214.9,21740.4
29065,Missouri,MO,Dent,187889,27.7,197.6,11.4,138.4,1569.2,65.1,189.9,79.8
29067,Missouri,MO,Douglas,254110,223.1,326.9,35.7,346.3,2499.2,223.5,336,226.9
29069,Missouri,MO,Dunklin,279811,12712.5,6502.5,10049.5,9418.5,10286.9,12196.1,14113.3,23804.6
29071,Missouri,MO,Franklin,291715,6198,17499.9,9934,16556.9,5740.9,11791.9,19691,27039
29073,Missouri,MO,Gasconade,208930,2810.6,7276.2,4418,5131.1,2137.7,3825,6972.6,15548.9
29075,Missouri,MO,Gentry,253180,12323.4,22323.4,18574.1,20976.4,1703.4,18697,17074.9,17457.8
29077,Missouri,MO,Greene,210483,181.9,1246.2,854.3,840.9,9539.7,461.7,1260.7,1389.9
29079,Missouri,MO,Grundy,203922,11165.6,14269.6,16893.5,17133,1152.3,13908.4,13753.1,14429
29081,Missouri,MO,Harrison,400903,12279.5,31002.4,22890.3,31440.3,2481.1,26344.8,24553.3,41037.4
29083,Missouri,MO,Henry,357727,21807.2,19981.6,14056.1,10286.1,3477.1,15749.6,10258.7,10513.2
29085,Missouri,MO,Hickory,181729,863.7,1485.4,1217.4,2029.1,515.7,1611.7,1694.4,3353.1
29087,Missouri,MO,Holt,200179,41823.3,65096.4,63372.8,77150.5,3410.5,60242.3,42386.3,61597.1
29089,Missouri,MO,Howard,243393,6073.5,24227.4,16705.7,24924.9,1359.9,19442,13229,19718.5
29091,Missouri,MO,Howell,353689,534,473.2,75.4,469.8,3812.9,219.3,544.8,779.7
29093,Missouri,MO,Iron,70434,78.5,11.2,0.7,10.1,421.4,6.3,47.8,0
29095,Missouri,MO,Jackson,111031,6367,11079.5,9708.5,6831.5,1389.3,11394.3,7189.9,10106.1
29097,Missouri,MO,Jasper,246810,1927.5,11556.2,9828.8,12851.1,11761.9,8897.7,23003.6,15287.8
29099,Missouri,MO,Jefferson,97498,1214,3991,2529.7,3488,1313.8,2859.2,3956.9,4150.5
29101,Missouri,MO,Johnson,390625,19494.3,25089,18124.8,13653.3,3963.4,22800.8,14272.2,18983.7
29103,Missouri,MO,Knox,280954,8611.6,20581.2,20052.2,28284.7,6106.6,30792.5,14403.1,36492.8
29105,Missouri,MO,Laclede,320073,631.3,1619.8,1067.3,1509.2,952.2,2294.1,2392.8,3256.1
29107,Missouri,MO,Lafayette,326987,30157.6,60181.4,47601.4,33600.2,4814.7,58714.4,38012.8,45903.9
29109,Missouri,MO,Lawrence,311251,954,4007.3,3101.4,4024.1,13114.8,3420.9,8924.1,7552
29111,Missouri,MO,Lewis,284116,17825.2,30780.7,27029.6,42245.5,5317.6,40944.5,19227.2,40305.9
29113,Missouri,MO,Lincoln,281100,17273.3,48004.2,30234.9,40240.2,13398.1,27278.8,41363.8,66003.9
29115,Missouri,MO,Linn,335668,10264.7,15152.9,12680.1,12282.2,1023.2,8955.8,10650.9,23768.6
29117,Missouri,MO,Livingston,283450,12097.3,20474.2,17470.4,18810.3,1742,15574.2,13833.5,29461.8
29119,Missouri,MO,McDonald,186444,52.1,758.8,649.6,754.4,9225.6,487.2,1234.3,692.4
29121,Missouri,MO,Macon,386118,12235.5,16044.3,14579.8,15384.7,1296.2,11709.5,13520.9,22300.7
29123,Missouri,MO,Madison,106946,393.9,155.5,23.8,103.7,569.9,74.8,122.4,126
29125,Missouri,MO,Maries,241483,603.5,1937.7,910.6,1296.3,730.9,1078.3,1340.2,1321.3
29127,Missouri,MO,Marion,221468,21529.6,29256.6,27164.8,41264,4511.1,39309,17898.2,40271.5
29129,Missouri,MO,Mercer,226845,6273.7,9666.2,6237.5,9712,668.2,7863.7,7764,12554.8
29131,Missouri,MO,Miller,248415,825.2,2335.4,1470.3,2151,755.1,1666.2,1692.7,1839.6
29133,Missouri,MO,Mississippi,244974,35495,25755.2,43800.7,27869.6,8129.6,52347.3,34220,21833.2
29135,Missouri,MO,Moniteau,235070,4848.6,11545.4,8266.6,11670.7,1033.7,8406.6,5452.8,7962.7
29137,Missouri,MO,Monroe,355639,17419.5,27107.3,31843,40518.7,6942,37799.1,19841.9,40536.6
29139,Missouri,MO,Montgomery,279080,14485.5,44160.8,30429.1,41012.1,13874.5,30595.6,45551.8,47765.7
29141,Missouri,MO,Morgan,198126,2470.8,7341,4874.9,6524.5,833,4027.4,3700.7,5078.8
29143,Missouri,MO,New Madrid,344654,38849.5,26250.8,43642,32800.4,13446.8,49818,38809.5,29806.7
29145,Missouri,MO,Newton,247902,456,2123.1,1658.5,2110.3,10585.7,2112.1,7793.5,6925
29147,Missouri,MO,Nodaway,423749,44347.8,78699.9,71183.5,83915.6,4743,68578.4,57923.9,66809.5
29149,Missouri,MO,Oregon,253746,136.8,0,0,0,2332.9,0,209.3,0
29151,Missouri,MO,Osage,283391,3128.7,8800.1,6206.6,8478,1170.8,6444.2,4716,5464.9
29153,Missouri,MO,Ozark,228855,451.8,49.7,16.4,47.1,2923.2,10.4,218.1,0
29155,Missouri,MO,Pemiscot,305126,13607.6,10584.5,14815.1,18147.4,8988.4,15842.9,10242.4,12302.4
29157,Missouri,MO,Perry,226476,11076.9,25297.3,16141.8,24477,8613.4,18373.9,25384.9,24663.4
29159,Missouri,MO,Pettis,419594,16460.1,36015.7,28809.4,40945.4,2552.9,36225.8,23776.2,32867.2
29161,Missouri,MO,Phelps,157357,350.2,770.6,383.9,449.6,594,233,195.7,128.3
29163,Missouri,MO,Pike,361715,25495.7,33559.7,33142.4,41322.1,6635.6,41143.8,21693.8,36223.7
29165,Missouri,MO,Platte,153018,19884.5,24932.7,23768.7,30621.2,1676.6,23519.8,19107.5,24147.2
29167,Missouri,MO,Polk,336371,1084.7,2414.7,1514.8,2004.1,1218.4,1805.8,2032.1,3054.4
29169,Missouri,MO,Pulaski,112396,235.7,678,404.2,504.5,391,296.1,275.5,308.5
29171,Missouri,MO,Putnam,292677,3427.6,8157.1,4185.8,8620.9,629.1,5353.3,6356.7,12283.8
29173,Missouri,MO,Ralls,283522,17717.9,26405.2,29210.4,36279.5,4778.3,35892.3,16530.1,35928.9
29175,Missouri,MO,Randolph,209458,9165.7,11298.2,10525.4,9499.2,882.6,7845.4,7440.4,13644.9
29177,Missouri,MO,Ray,273027,22099.2,24067.1,22146,27388.9,2201.3,22977.5,18270.4,25540.5
29179,Missouri,MO,Reynolds,97276,74.7,135.1,25.7,132.3,539,69.2,61,0
