geoid,1995,2000,2001,2003,2004,2005,2010,2015
17001,624.7,749.9,476.6,462.2,2948.9,479.7,148.4,1541.3
17003,183.3,444.4,265,262.9,139.5,108.2,254.2,2318.6
17005,216.4,1148.3,405.4,7.2,2249.9,257.6,376.4,1620.6
17007,71,27.5,136,86.4,1305.7,173.5,110.2,244.4
17009,209.9,232.1,146.5,146.5,1048.1,142.6,36.9,372.1
17011,302.3,754.1,563.3,439.4,6974.9,110.1,365.8,177
17013,54.3,287.6,94,1.8,640.2,56.1,73.6,372.8
17015,57.8,221.8,176.4,150.5,3541.6,40.2,104.3,49.1
17017,203.5,937.3,305.4,4.9,2803.8,171.3,247.6,1345.1
17019,131.6,2359.6,1728.1,550.4,4198.2,666,656,4193
17021,504.4,2581.1,888.9,14.1,6709.8,512.3,753.4,4007.7
17023,323.1,1374.8,1578.3,236.3,1305.8,521.2,413.2,3322
17025,455.9,1531.3,1645.9,287.3,1058.2,542.8,472.6,3146.9
17027,554.7,1185,763.8,768,597.2,302.3,797.4,6386.5
17029,262.7,1510,1679.7,264.1,1503.9,574,510.5,3942.2
17031,16.9,4.3,24.1,8,82.8,22.3,6.8,15.6
17033,305.6,1280.6,1345.2,205.8,1097.6,458.6,395.1,2998.7
17035,207.3,979.5,1081.6,160.2,928.6,357.8,320,2350.8
17037,194.7,66.9,374.3,212.8,3627.7,467,250.3,645.6
17039,164.4,213.4,248.2,127.2,1839.8,103.6,490.9,1194
17041,223.4,1590.9,1738.4,278.3,1622.3,579.3,490,3702
17043,9.1,1.6,11.7,4.7,53.7,6.8,4.7,10.9
17045,323.4,2076.4,2264.5,353.2,2131.6,768.5,691.7,5521.7
17047,658.3,776.6,669.5,631.6,176,406.1,529.9,201.6
17049,392.8,1310.1,1512.1,245.2,1232.8,514.8,420.9,3188
17051,583.7,1734.3,2094.1,336.7,1479.2,709.3,574.7,4707.3
17053,69.3,1197.5,884.1,290.4,2130.1,339.8,328.9,2248
17055,909.5,1387.6,1176.1,1087.6,224.3,748.5,826.2,305
17057,576.1,744.5,480.3,450.9,3245.9,441.1,128.3,1346.9
17059,879.7,1351,1204.1,925.2,310.1,606.8,776.9,315.2
17061,261.2,1528,484.5,8.9,3632.9,287.1,459.6,2158.4
17063,142.1,46.3,232.6,150.1,1969.1,298.2,218.3,502.4
17065,1160.6,1581.2,1422.8,1162.8,304.3,821.6,1010.4,426.6
17067,781.5,917,567.4,575.2,3497.7,587.2,169.2,1893
17069,44.5,77.9,80.6,100.3,33.8,45.9,72.9,27
17071,248.1,386.6,263.7,236.9,2008.9,356.7,64.3,770.7
17073,263.5,746.6,536.4,466.6,5951.2,128.5,463.5,199.9
17075,145.9,2568.3,1914,602.3,4692.5,733.6,702.9,4578
17077,374.4,995.3,540.4,560.7,325.7,234,635.8,6142.5
17079,381.3,1598.8,1797.2,273.8,1275,599.9,526.5,3866.7
17081,1089.7,1607.2,1454.1,1207.1,260.9,859.1,999,363.4
17083,157.9,850.9,287,4.7,2231.3,178.6,235.4,1182.2
17085,33.9,159.2,131.5,123.6,1988.4,32.9,99.7,47.9
17087,59.1,195.3,132.5,99,67.7,44.9,128.6,1320.3
17089,103.1,33.2,181.7,110.9,1732.2,232.9,122.8,302.4
17091,70.3,1315.3,976.2,292.4,2701.9,344.3,307.2,2157.6
17093,101.9,34.7,173.3,111.2,1506.3,216.5,130.6,290.8
17095,601.1,797.6,499.1,503.6,3551.4,479.7,134.5,1609.6
17097,28.1,8.2,33.7,21.1,200.3,37.5,28.1,47.7
17099,388,122.5,660.5,404,5378.6,961.3,543.3,1366.4
17101,272.5,1195,1215.4,201.8,1025.4,421.8,351.8,2769.4
17103,265.9,641.1,474.2,349.2,6357.8,128.8,282.1,134.1
17105,152.2,2621.4,1887.2,606.2,4266.7,762.7,724.4,4661.7
17107,275.2,354.8,422.1,206.3,3339.8,162.4,671.3,1742.1
17109,601.1,761.8,462.2,447.5,3207.2,468.1,133.2,1413.8
17111,98.8,35.1,186.3,120.7,1892.5,228.4,136,339.9
17113,515.2,677.5,782.8,388.7,5989.5,303.2,1445.4,3713.5
17115,238.4,322.5,361,182.3,2773.7,142.8,579.3,1574.7
17117,472.1,2283.9,781,13.1,5898.4,441.6,627,3521.8
17119,352.1,1827,632.7,10.6,3484.5,399.7,570.2,2720.6
17121,457.7,1338.7,1475.4,244.8,987.9,487.9,403.4,2799.7
17123,132.9,214.5,214.9,103.2,1842.7,78.5,357.6,987
17125,129.1,717.6,350.5,127.4,2486.9,100.5,410.4,978
17127,403.9,714.7,621.8,574,131.3,372.7,394.3,154
17129,124.8,165.5,194.2,96.5,1471.8,77.1,321.2,760.7
17131,179.6,456.2,335.3,279.5,3478,85.2,308.1,126.2
17133,332.6,968.7,558.1,532.9,409.6,216.1,547.9,5224
17135,407.2,2242.9,748.1,12.5,5363.8,469,682.8,3478.1
17137,327,1759.1,600.4,10.1,4338.4,352.9,519.5,2554.7
17139,178.6,1145.5,1227,186.2,1172.7,379.5,338.6,2703.6
17141,176.3,506.2,390.2,304,5326.2,99,261.8,114.3
17143,143.7,194.2,232.9,115.3,2071.1,90.8,405.8,1071.4
17145,386.3,939.8,559.6,647.6,395,231.2,644.8,5453.6
17147,63,1063.3,834.7,265.9,1916.8,315,298.9,2013.7
17149,280.5,1572.8,514.8,8.9,5047.3,305.7,497.2,2380.1
17151,127.6,177.7,195.7,152,47.1,113.8,147,62.3
17153,178.5,431.3,257.6,241.5,163.3,99.2,274.2,2640.7
17155,59.9,125.6,92.7,72.4,1048.4,19.3,57.8,26.9
17157,441.2,1272.8,741.6,738.1,527.1,299.6,828.4,7348
17159,320.5,1281.7,1401.9,261.5,1069.6,484.2,361.1,2854.6
17161,94,229.8,170.7,142.4,1918.9,37.7,131,52.9
17163,674.1,1560.3,864.1,835,623.7,339.4,854.9,7426.9
17165,597.4,990.3,947.4,780.6,205.3,561.6,690.5,231.6
17167,574,2813.4,924.7,14.6,7158.7,472.7,685.9,3566.7
17169,306,369.3,220,210.6,1468,214.3,61.5,694
17171,114.3,648.5,247.2,3.8,1808.7,138.8,207,1028.9
17173,528.1,2235.6,2436.5,377.3,2225,793.9,708.7,5724.1
17175,112.6,152.4,183.7,93.8,1689.3,72.5,325.6,872.4
17177,90.2,333.2,264.1,260.6,4067.6,78.3,207.1,88
17179,204.3,556.7,377.1,162.1,2704.5,133.4,574.1,1405.3
17181,136.7,344.6,219.3,211.6,127.3,87.2,200.8,1951.8
17183,112.8,1933.2,1414.5,446.4,3206.4,555.7,550,3582.1
17185,729.4,1076.1,932.6,796.9,221.6,572.1,625,196.7
17187,493.7,708.7,457.4,462.2,3179,460.6,129.4,1527
17189,799.5,1773.8,1109.5,1102.2,735,423.2,1120.1,9235.2
17191,1830.6,2489.6,2141.6,1955.3,468.2,1288.2,1644.6,629.1
17193,1500.2,2223.9,1804.5,1561.3,430.9,1158.3,1351.7,519.7
17195,180,508.3,405.5,301,5686.1,127.6,238.7,141.3
17197,188.5,58.8,284.7,174.6,2167.6,362.1,240,561.5
17199,106.9,326.6,176.9,156,110.9,75.1,225.8,1994.9
17201,86.2,266.8,204.4,164,2314.5,45.1,127.9,52
17203,207.8,281,327.5,162.1,2608.4,130.1,533.2,1469.3
18001,139.8,325.2,181.5,70.2,1135.2,45.8,211,224.4
18003,155.7,417.4,233.4,88.4,1297.7,57.5,284.8,291
18005,446.8,56.3,190.9,57.7,488.4,70,318.1,187.5
18007,62,623.3,161,175.3,1076.4,289.1,253.4,1587.6
18009,138.4,38.8,446.4,45.5,116.4,110.5,150.4,118.8
18011,748,79.1,262.8,93.4,788.9,51.7,335,266.3
18013,12.4,2.4,2.1,1.4,22.8,8.1,13.2,9.4
18015,4.4,18.7,486.5,55.9,692.4,86.6,125.4,569.3
18017,4.4,19.2,511.2,56.9,696.6,83.2,123.6,546
18019,2296.5,583,280.3,63.1,289.4,242.7,248.5,430.3
18021,456.2,221.7,17.9,123.9,1668.8,201.4,208.2,528.8
18023,749.5,81,273.8,85.1,766.9,45.1,361.2,267.5
18025,26.4,2.4,2.2,1.6,39.5,9,15.6,11.4
18027,1029.3,798.4,319.5,526.4,619.6,239.4,688.3,1817.8
18029,500.7,174.5,84.7,18.9,134.2,72.4,76.1,136.7
18031,423.4,56.5,186.8,61.4,564.8,33.7,269,194.8
18033,86.9,237.9,137.3,51.7,776.7,36.9,184.5,198.7
18035,302.6,115,1218.2,127.8,355.6,295.8,295.6,255.1
18037,735.3,591.6,236.2,478,436.8,196.8,510.6,1379.2
18039,2,11.1,263,32.2,432.1,46.9,69.4,300.9
18041,94.4,43.4,454.9,51.3,197.8,122.2,133.7,110.7
18043,24.5,6.9,5.8,3.8,37.1,24.1,34.5,24.9
18045,711.4,348,26.1,184.9,2689.5,300.6,271,644
18047,1683.5,602.8,299.9,63.7,474.9,253.6,297.8,477.7
18049,3.3,42.5,468.6,89.4,616,143.1,109,481.5
18051,2036.7,1184.7,450.8,864.2,706.5,342,933.8,2667.5
18053,664.7,82,275.8,90.3,551.2,48.1,360,280.2
18055,883.7,681.8,227.8,352.6,374.9,174.2,612,1586.4
18057,476,50.7,161.4,49,383.4,26.7,210.2,151.4
18059,511.9,64.4,205.7,65,524.8,35.9,241.3,189.7
18061,151.6,38.4,33.6,24.9,286.8,158.9,289.4,229.5
18063,446.8,58.1,187.6,50.4,415.9,26.6,233.9,174.4
18065,275,106.2,1156.2,118,404,281.6,300.1,249.5
18067,541.8,56.9,196.7,61.1,496.5,33.5,235.5,182.3
18069,145.4,347.9,191.6,76.1,1096.2,48,239.3,268.6
18071,277.7,107.1,84.4,61.7,653.7,393.3,741,507.9
18073,52.6,618.2,158.1,160.7,1232.5,268.5,227.9,1542.9
18075,273.6,118.8,1282.9,132,397.2,317.3,333.4,272.2
18077,2227.4,713.8,354.2,72.4,289.3,272.2,304.5,540.4
18079,3203,935.9,444.6,103.3,498.4,348.5,390.2,619.4
18081,329,34.9,122.4,38.7,379.9,21.1,155.7,125
18083,2582.3,1578,589.1,1078.6,869.7,433.7,1301.4,3608.3
18085,3.8,19.7,529.9,60.6,698.9,89.9,146.3,600.8
18087,40,141.6,79.9,44.6,899.2,19.7,95.8,101.3
18089,28.6,311.3,81.1,82.9,545,149.5,111.1,732.9
18091,35.5,506.4,142.8,136.2,1019.9,643.8,195,1362.2
18093,100.8,30.3,25.2,15.5,219.9,117.7,226.9,181.5
18095,664.7,74.3,246.9,78,619.9,45.5,345.7,245.7
18097,93.6,7.3,22.1,6.5,52.9,3.5,30.1,22.9
18099,3.6,16.7,437.2,50.3,639.4,75.5,112.7,480.2
18101,225.4,158,57.1,111.6,110.3,46.3,137.7,448.1
18103,4,18.3,484.6,55.2,506,84.5,142.4,640.9
18105,35.1,10.9,8.4,5,81.2,40.6,81.1,59.6
18107,866.9,401.8,30.9,230.7,3009.6,381.2,385.7,918.2
18109,292.5,33.5,115.9,36,348.6,21.2,143.4,108.7
18111,41.6,455.7,118.7,120.4,915.8,194.7,155.7,1132
18113,71.9,226.4,125.5,48.3,1029.6,30.6,153.4,166.9
18115,192.4,57.1,30.6,6.5,38.6,18.2,24.3,42.7
18117,90.1,28.1,21.7,15.1,225.6,104.1,199.5,182.8
18119,204.1,63.5,5.4,32,513.4,62.3,81.2,204.8
18121,480.4,222.9,16.8,128.1,1600.4,193.9,201.4,470.4
18123,55.3,15,12.3,7.7,118.1,55.3,128.2,105.5
18125,684.6,426.8,181.7,336.8,239.8,151,451.4,1274.3
18127,27.2,312.8,82,85.9,571.2,142.3,123.1,870.3
